species,demographic_life_stage,authority,nutrient_id,metric,value_numeric,unit
feline,adult_maintenance,AAFCO,alpha_tocopherol,MIN_per_1000kcal,6.7,mg_per_1000kcal
feline,adult_maintenance,AAFCO,phylloquinone,MIN_per_1000kcal,25,mcg_per_1000kcal
feline,adult_maintenance,AAFCO,thiamin,MIN_per_1000kcal,1.4,mg_per_1000kcal
feline,adult_maintenance,AAFCO,riboflavin,MIN_per_1000kcal,1,mg_per_1000kcal
feline,adult_maintenance,AAFCO,vitamin_b5,MIN_per_1000kcal,1.44,mg_per_1000kcal
feline,adult_maintenance,AAFCO,niacin,MIN_per_1000kcal,15,mg_per_1000kcal
feline,adult_maintenance,AAFCO,vitamin_b6,MIN_per_1000kcal,1,mg_per_1000kcal
feline,adult_maintenance,AAFCO,folate,MIN_per_1000kcal,200,mcg_per_1000kcal
feline,adult_maintenance,AAFCO,biotin,MIN_per_1000kcal,18,mcg_per_1000kcal
feline,adult_maintenance,AAFCO,cyanocobalamin,MIN_per_1000kcal,5,mcg_per_1000kcal
feline,adult_maintenance,AAFCO,choline,MIN_per_1000kcal,600,mg_per_1000kcal
feline,adult_maintenance,AAFCO,taurine,MIN_per_1000kcal,250,mg_per_1000kcal
feline,adult_maintenance,AAFCO,methionine,MAX_per_1000kcal,3.75,g_per_1000kcal
feline,adult_maintenance,AAFCO,tryptophan,MAX_per_1000kcal,4.25,g_per_1000kcal
feline,adult_maintenance,AAFCO,vitamin_a,MAX_per_1000kcal,24997.5,mcg_per_1000kcal
feline,adult_maintenance,AAFCO,vitamin_d,MAX_per_1000kcal,188,mcg_per_1000kcal
